fdc_id,description,brand_owner,brand_name,ingredients,serving_size,serving_size_unit,food_category,search_category
2382671,"TOMATO SAUCE, TOMATO",Bi-Lo Inc.,SE GROCERS,"TOMATO PUREE (WATER, TOMATO PASTE), WATER, LESS THAN 2% OF: SALT, ONION POWDER, GARLIC POWDER, CITRIC ACID, NATURAL FLAVORS, DEHYDRATED BELL PEPPERS.",61.0,g,Tomatoes,tomato
2620185,"TOMATO SAUCE, TOMATO",Wakefern Food Corporation,SHOPRITE,"TOMATO PUREE (WATER, TOMATO PASTE), WATER, LESS THAN 2% OF: ONION POWDER, GARLIC POWDER, CITRIC ACID, NATURAL FLAVORS, DEHYDRATED BELL PEPPERS.",61.0,GRM,Tomatoes,tomato
2627030,"KASIA'S, POTATO PANCAKES, POTATO, POTATO",Kasia's Deli Inc.,KASIA'S,"FRESH POTATOES, LIQUID WHOLE EGGS, EGG WHITES, POTATO STARCH, ONIONS, SOYBEAN OIL, ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), VEGETABLE SEASONING (SALT, SUGAR, DEHYDRATED VEGETABLES (TO INCLUDE PARSLEY, CELERY, GARLIC AND ONION), SPICES AND HERBS), SALT, POTATO FLAKES (DEHYDRATED POTATOES (POTATOES, MONO AND DIGLYCERIDES, SODIUM ACID PYROPHOSPHATE AND CITRIC ACID TO PRESERVE)), PEPPER.",57.0,GRM,Pre-Packaged Fruit & Vegetables,potato
2397792,"GNOCCHI WITH POTATO, POTATO","Wegmans Food Markets, Inc. ",WEGMANS,"POTATO PUREE (WATER, POTATO FLAKES), WHEAT FLOUR, SALT, NATURAL FLAVOR, RICE FLOUR, LACTIC ACID (ACIDITY REGULATOR).",140.0,g,Pasta by Shape & Type,potato
2582418,"POTATO BLINTZES, POTATO","Milmar Food Group, LLC",SPRING VALLEY,"WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, ENZYME, FOLIC ACID), WATER, POTATOES, EGG, ONIONS, CANOLA OIL, EGG WHITES, DEXTROSE, CORN STARCH, SALT, SUGAR, GARLIC, ONION POWDER, SOY LECITHIN, SPICES",62.0,GRM,"French Fries, Potatoes & Onion Rings",potato
2170755,"POTATO BOUREKAS, POTATO",Sabra Dipping Company LLC,TA'AMTI,"DOUGH: WHEAT FLOUR, WATER, VEGETABLE OIL (SOYBEAN AND PALM), MONO AND DIGLYCERIDES (EMULSIFIER), SOY LECITHIN (EMULSIFIER), SALT, SUGAR, CITRIC ACID, CORN STARCH, ACETIC ACID, POTASSIUM SORBATE (PRESERVATIVE). FILLING: WATER, POTATO FLAKES, SOYBEAN OIL, ONION FLAKES, SALT, SUGAR, SPICES, ARTIFICIAL FLAVORS.",59.0,g,Frozen Appetizers & Hors D'oeuvres,potato
1884978,"POTATO BREAD, POTATO",Metropolitan Baking Co.,METROPOLITAN BAKING CO.,"BLEACHED ENRICHED FLOUR (WHEAT FLOUR, BARLEY MALT, IRON, NIACIN, THIAMIN, RIBOFLAVIN, FOLIC ACID), WATER, HIGH FRUCTOSE CORN SYRUP, CONTAINS 2% OR LESS OF: DEHYDRATED POTATOES, YEAST SOYBEAN OIL, SALT, CALCIUM PROPIONATE (PRESERVATIVES), CALCIUM SULFATE, ETHOXYLATED MONO DIGLYCERIDES, MONO DIGLYCERIDES, ASCORBIC ACID, ENZYMES [WHEAT, SOY], CALCIUM PEROXIDE.",27.0,g,Breads & Buns,potato
2491259,"POTATO BREAD, POTATO","Supervalu, Inc.",COUNTRY FARMS,"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, NIACIN, THIAMIN MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID), WATER HIGH FRUCTOSE, CORN SYRUP POTATO FLOUR, YEAST, SOYBEAN OIL, WHEAT GLUTEN, SALT, CALCIUM PROPIONATE (PRESERVATIVE), MONOGLYCERIDES, DATEM, CORN FLOUR, CALCIUM SULFATE, MONOCALCIUM PHOSPHATE, CORNSTARCH, SPICE & COLORING, CITRIC ACID, SOY LECITHIN.",43.0,g,Breads & Buns,potato
2152897,"POTATO BREAD, POTATO",United States Bakery,NAKED BREAD,"ENRICHED UNBLEACHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN AND FOLIC ACID), WATER, SUGAR, YEAST, VITAL WHEAT GLUTEN, POTATO FLAKES, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: SALTED BUTTER, SALT, DISTILLED VINEGAR, ASCORBIC ACID, ENZYMES.",43.0,g,Breads & Buns,potato
2053957,"POTATO BREAD, POTATO","Big Y Foods, Inc.",BIG Y,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, HIGH FRUCTOSE CORN SYRUP, YEAST, POTATO FLOUR, WHEAT GLUTEN, HONEY, CONTAINS 2% OR LESS OF THE FOLLOWING: SOYBEAN OIL, SALT, ARTIFICIAL FLAVOR, WHEAT FIBER, WHEAT STARCH, ANNATTO AND TURMERIC EXTRACTS, DOUGH CONDITIONERS (ETHOXYLATED MONO AND DIGLYCERIDES, MONO AND DIGLYCERIDES, SODIUM STEAROYL LACTYLATE, ASCORBIC ACID), CALCIUM PROPIONATE (PRESERVATIVE), YEAST NUTRIENTS (AMMONIUM CHLORIDE, CALCIUM SULFATE, AMMONIUM SULFATE), SOY LECITHIN.",28.0,g,Breads & Buns,potato
1956091,"POTATO BREAD, POTATO","Safeway, Inc.",SIGNATURE SELECT,"UNBLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SUGAR, YEAST, WHEAT GLUTEN, POTATO FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: SOYBEAN AND/ OR CANOLA OIL, SALT, DEXTROSE, CORN STARCH, WHEAT FIBER, WHEAT STARCH, SOY LECITHIN, DOUGH CONDITIONERS (SODIUM STEAROYL LACTYLATE, ASCORBIC ACID, ENZYMES), CALCIUM PROPIONATE (PRESERVATIVE), YEAST NUTRIENTS (MONOCALCIUM PHOSPHATE, CALCIUM SULFATE, AMMONIUM SULFATE), VINEGAR.",28.0,g,Breads & Buns,potato
2579796,"POTATO BREAD, POTATO","Perfection Bakeries, Inc.",AUNT MILLIE'S,"ENRICHED FLOUR [UNBLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), NIACIN (VITAMIN B3), FOLIC ACID], WATER, YEAST, WHEAT GLUTEN, RESISTANT CORN STARCH, SUGAR, SOYBEAN OIL, POTATO FLAKES, SALT, POTATO FLOUR, MONOGLYCERIDES, CALCIUM PROPIONATE (A PRESERVATIVE), VINEGAR, SODIUM STEAROYL LACTYLATE, WHEAT STARCH, DEXTROSE, NATURAL FLAVORS, CALCIUM SULFATE, CITRIC ACID, CALCIUM PHOSPHATE, ASCORBIC ACID, MODIFIED WHEY, SESAME.",33.0,GRM,Breads & Buns,potato
2674228,"POTATO BREAD, POTATO","Pepperidge Farm, Inc.",PEPPERIDGE FARM,"MADE FROM: ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SUGAR, YEAST, DEHYDRATED POTATOES, CONTAINS 2% OR LESS OF: NONFAT MILK, SALT, SOYBEAN OIL, MONOGLYCERIDES, CORN FLOUR, FERMENTED POTATO FLOUR, WHEAT GLUTEN, CALCIUM PROPIONATE AND SORBIC ACID TO EXTEND FRESHNESS, DEXTROSE, DATEM, NATURAL FLAVORS, MALTED BARLEY FLOUR, ANNATTO AND TURMERIC EXTRACTS FOR COLOR, SOY LECITHIN.",45.0,GRM,Breads & Buns,potato
2602726,"POTATO BREAD, POTATO","Perfection Bakeries, Inc.",AUNT MILLIE'S,"WATER, ENRICHED FLOUR [UNBLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), NIACIN (VITAMIN B3), FOLIC ACID], RESISTANT WHEAT STARCH, WHEAT GLUTEN, OAT FIBER, YEAST, POLYDEXTROSE (DIETARY FIBER), POTATO FLAKES, WHEAT PROTEIN ISOLATE, SUGAR, SALT, POTATO FLOUR, GUAR GUM, DEXTROSE, NATURAL FLAVORS, VINEGAR, CALCIUM PROPIONATE (A PRESERVATIVE), SOYBEAN OIL, POTASSIUM CHLORIDE, MONOGLYCERIDES, SODIUM STEAROYL LACTYLATE, WHEAT STARCH, CALCIUM SULFATE, CITIRC ACID, CALCIUM PHOSPHATE, ASCORBIC ACID, NATAMYCIN (A PRESERVATIVE), SESAME.",47.0,GRM,Breads & Buns,potato
2486034,"POTATO BREAD, POTATO","Safeway, Inc.",SIGNATURE SELECT,"UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, LIQUID SUGAR, YEAST, CONTAINS 2% OR LESS OF: SOYBEAN OIL AND/OR CANOLA OIL, POTATO FLAKES, SEA SALT, WHEAT GLUTEN, DOUGH CONDITIONERS (MAY CONTAIN ONE OR MORE OF: SODIUM STEAROYL LACTYLATE, ETHOXYLATED MONOAND DIGLYCERIDES, MONOCALCIUM PHOSPHATE, CALCIUM SULFATE, ASCORBIC ADIC), VEGETABLE COLOR (EXTRACTED FROM PAPRIKA, TURMERIC, ANNATO), SUCRALOSE, CORN STARCH, ACESULFAME POTASSIUM, MONO-AND DIGLYCERIDES, NATURAL AND ARTIFICIAL FLAVOR, CALCIUM PROPIONATE AND SORBIC ACID (TO MAINTAIN FRESHNESS), CULTURED WHEAT, VINEGAR, ENZYMES.",38.0,g,Breads & Buns,potato
2106204,"POTATO BREAD, POTATO",Stater Bros. Markets Inc.,HEARTLAND GRAINS,"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, AND FOLIC ACID), WATER, SUGAR, POTATO FLOUR, SOYBEAN OIL, CULTURED WHEAT FLOUR, YEAST, SALT, WHEAT GLUTEN, CALCIUM SULFATE, SEA SALT, BETA CAROTENE, VINEGAR, ENZYMES.",43.0,g,Breads & Buns,potato
2477654,"POTATO BREAD, POTATO","Bimbo Bakeries USA, Inc.",SARA LEE,"ENRICHED WHEAT FLOUR [FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, NIACIN, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], WATER, SUGAR, YEAST, WHEAT GLUTEN, POTATO FLAKES, SOYBEAN OIL, SEA SALT, CALCIUM PROPIONATE (PRESERVATIVE), MONOGLYCERIDES, CORN FLOUR, DATEM, SALT, CALCIUM SULFATE, SOY LECITHIN, ANNATTO AND TURMERIC, CITRIC ACID, GRAIN VINEGAR, POTASSIUM IODATE, MONOCALCIUM PHOSPHATE.",26.0,g,Breads & Buns,potato
2461172,"POTATO BUNS, POTATO","Bimbo Bakeries USA, Inc.",ARNOLD,"ENRICHED WHEAT FLOUR [FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, NIACIN, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], WATER, SUGAR, YEAST, VEGETABLE OIL (SOYBEAN), WHEAT GLUTEN, POTATO FLAKES, SEA SALT, CULTURED WHEAT FLOUR, SOY LECITHIN, CORN FLOUR, NATURAL FLAVORS, CITRIC ACID, GRAIN VINEGAR, TURMERIC AND ANNATTO, REB A (STEVIA LEAF SWEETENER).",54.0,g,Breads & Buns,potato
2035815,"POTATO BUNS, POTATO","Bimbo Bakeries USA, Inc.",ARNOLD,"ENRICHED WHEAT FLOUR [FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, NIACIN, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], WATER, SUGAR, YEAST, VEGETABLE OIL (SOYBEAN), WHEAT GLUTEN, POTATO FLAKES, SEA SALT, CULTURED WHEAT FLOUR, SOY LECITHIN, CORN FLOUR, NATURAL FLAVORS, CITRIC ACID, GRAIN VINEGAR, TURMERIC AND ANNATTO, REB A (STEVIA LEAF SWEETENER).",57.0,g,Breads & Buns,potato
2461949,"POTATO BUNS, POTATO","Bimbo Bakeries USA, Inc.",BROWNBERRY,"ENRICHED WHEAT FLOUR [FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, NIACIN, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], WATER, SUGAR, YEAST, VEGETABLE OIL (SOYBEAN), WHEAT GLUTEN, POTATO FLAKES, SEA SALT, CULTURED WHEAT FLOUR, SOY LECITHIN, CORN FLOUR, NATURAL FLAVORS, CITRIC ACID, GRAIN VINEGAR, TURMERIC AND ANNATTO, REB A (STEVIA LEAF SWEETENER).",57.0,g,Breads & Buns,potato
2461982,"POTATO BUNS, POTATO","Bimbo Bakeries USA, Inc.",OROWEAT,"ENRICHED WHEAT FLOUR [FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, NIACIN, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], WATER, SUGAR, YEAST, VEGETABLE OIL (SOYBEAN), WHEAT GLUTEN, POTATO FLAKES, SEA SALT, CULTURED WHEAT FLOUR, SOY LECITHIN, CORN FLOUR, NATURAL FLAVORS, CITRIC ACID, GRAIN VINEGAR, TURMERIC AND ANNATTO, REB A (STEVIA LEAF SWEETENER).",57.0,g,Breads & Buns,potato
1728045,"POTATO CRISPS, POTATO",Frito-Lay Company,MUNCHOS,"DRIED POTATOES, VEGETABLE OIL (CORN, CANOLA, AND/OR SUNFLOWER OIL), ENRICHED CORN MEAL (CORN MEAL, FERROUS SULFATE, NIACIN, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), POTATO STARCH, SALT, AND YEAST.",28.0,g,"Chips, Pretzels & Snacks",potato
2667654,"POTATO CRISPS, POTATO",Frito-Lay Company,MUNCHOS,"DRIED POTATOES, VEGETABLE OIL (CORN, CANOLA, AND/OR SUNFLOWER OIL), ENRICHED CORN MEAL (CORN MEAL, FERROUS SULFATE, NIACIN, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), POTATO STARCH, SALT, AND YEAST.",28.0,GRM,"Chips, Pretzels & Snacks",potato
2172349,"POTATO DONUTS, POTATO",Maple Donuts Inc,PENNSYLVANIA FARM SHOW,"ENRICHED WHEAT FLOUR (FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, PALM OIL, SUGAR, SOYBEAN OIL, CONTAINS 2% OR LESS OF: SOY FLOUR, LEAVENING (SODIUM ACID PYROPHOSPHATE, BAKING SODA, SODIUM ALUMINUM PHOSPHATE), ARTIFICIAL FLAVOR, BETA-CAROTENE (COLOR), CORN SYRUP SOLIDS, DEXTROSE, EGGS, ENZYMES, MONO- AND DIGLYCERIDES, NONFAT MILK, PRESERVATIVES (POTASSIUM SORBATE, SODIUM PROPIONATE, SORBIC ACID), PROPYLENE GLYCOL MONO- AND DIESTERS OF FATTY ACIDS, SALT, SODIUM STEAROYL LACTYLATE, SOY LECITHIN, XANTHAN GUM, POTATO (DRY), MALTODEXTRIN, SUNFLOWER OIL, NATURAL AND ARTIFICIAL FLAVOR, ARTIFICIAL COLOR, PRESERVATIVES (SODIUM BISULFITE, BHT), CINNAMON. POWDER SUGAR COATING: (DEXTROSE, CORNSTARCH, PALM OIL, TITANIUM DIOXIDE, CALCIUM PROPIONATE (PRESERVATIVE), NATURAL FLAVOR.",57.0,g,"Cakes, Cupcakes, Snack Cakes",potato
2679636,"POTATO GNOCCHI, POTATO","George DeLallo Co., Inc.",DELALLO,"85% POTATO PUREE (WATER, POTATO FLAKES), WHEAT FLOUR, SALT, NATURAL FLAVOR, DUSTED WITH RICE FLOUR, LACTIC ACID (ACIDITY CORRECTOR), SORBIC ACID (PRESERVATIVE).",140.0,GRM,Pasta by Shape & Type,potato
1991121,"POTATO GNOCCHI, POTATO","Caesar's Pasta, LLC",CAESAR'S,"WATER, ENRICHED DURUM FLOUR (WHEAT FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), POTATO FLAKES, CANOLA OIL AND/OR OLIVE OIL.",142.0,g,Pasta by Shape & Type,potato
1992302,"POTATO GNOCCHI, POTATO","Caesar's Pasta, LLC",CAESAR'S,"WATER, ENRICHED DURUM FLOUR (WHEAT FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), POTATO FLAKES, CANOLA OIL AND/OR OLIVE OIL",142.0,g,Pasta by Shape & Type,potato
2606512,"POTATO GNOCCHI, POTATO",Target Stores,GOOD & GATHER,"WATER, WHEAT FLOUR, POTATO FLAKES, RICE FLOUR, CULTURED DEXTROSE, LACTIC ACID.",55.0,GRM,Pasta by Shape & Type,potato
2495655,"POTATO GNOCCHI, POTATO",Rafael Padilla & Cia S. En C.,HEINEN'S,"PASTA INGREDIENTS: MASHED POTATOES (WATER, POTATO FLAKES), UNBLEACHED WHEAT FLOUR, EGGS, VEGETABLE FIBERS (CELLULOSE, PSYLLIUM) AND SEA SALT.",105.0,GRM,Pasta by Shape & Type,potato
2411236,"POTATO GNOCCHI, POTATO",Wakefern Food Corporation,SHOPRITE,"WATER, ENRICHED HIGH GLUTEN FLOUR (WHEAT FLOUR, NIAGIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), POTATO FLAKES (POTATOES, VEGETABLE OIL, MONO AND DIGLYCERIDES, SODIUM ACID PYROPHOSPHATE, SODIUM BISULFITE, CITRIC ACID), EGGS, CANOLA OIL, SALT.",100.0,g,Pasta by Shape & Type,potato
2445323,"POTATO GNOCCHI, POTATO",Rafael Padilla & Cia S. En C.,HEINEN'S,"MASHED POTATOES (WATER, DRIED POTATO FLAKES [POTATOES, DIGLYCERIDES OF FATTY ACIDS {EMULSIFIER}, DIPHOSPHATE, POTASSIUM SULFATE, ASCORBIC ACID, CITRIC ACID, FLAVORS]), WHEAT FLOUR, POTATO STARCH, SALT, FLAVORS, RICE FLOUR, CITRIC ACID, SORBIC ACID (PRESERVATIVE).",145.0,g,Pasta by Shape & Type,potato
2154273,"POTATO GNOCCHI, POTATO",Nautica Eyewear,CORABELLA,"REHYDRATED POTATOES 70% (WATER, POTATO FLAKES), WHEAT FLOUR, POTATO STARCH, RICE FLOUR, SALT, ACIDITY REGULATOR: LACTIC ACID, PRESERVATIVE: POTASSIUM SORBATE, NATURAL FLAVOURINGS.",120.0,g,Pasta by Shape & Type,potato
2284729,"POTATO GNOCCHI, POTATO",Alfredo Aiello Italian Foods,ALFREDO,"POTATO FLAKES (DEHYDRATED POTATOES, MONO AND DIGLYCERIDES, SODIUM ACID PYROPHOSPHATE, SODIUM BISULFITE, CITRIC ACID, MIXED TOCOPHEROLS), DURUM SEMOLINA FLOUR (WHEAT FLOUR, NIACIN, FERROUS SULFATE, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER.",164.0,g,Pasta by Shape & Type,potato
2677585,"POTATO GNOCCHI, POTATO",Laboratorio Magnachem International,ARCHER FARMS,"POTATO PUREE (WATER, DEHYDRATED POTATO FLAKES [POTATO, MONO- AND DIGLYCERIDES, SODIUM METABISULFITE {ANTIOXIDANT}, NATURAL FLAVORS]), WHEAT FLOUR, POTATO STARCH, RICE FLOUR, SALT, LACTIC ACID, POTASSIUM SORBATE (PRESERVATIVE).",140.0,GRM,Pasta by Shape & Type,potato
2678209,"POTATO GNOCCHI, POTATO",Target Stores,ARCHER FARMS,"POTATO PUREE (WATER, DEHYDRATED POTATO FLAKES [POTATOES, MONO- AND DIGLYCERIDES OF FATTY ACIDS, SODIUM METABISULFITE {ANTIOXIDANT}, NATURAL FLAVORS]), WHEAT FLOUR, POTATO STARCH, RICE FLOUR, SALT, LACTIC ACID, POTASSIUM SORBATE (PRESERVATIVE).",120.0,GRM,Pasta by Shape & Type,potato
2374987,"POTATO GNOCCHI, POTATO",Chariot Victor Publishing,BRUNO'S PASTA COMPANY,"WATER, DEHYDRATED POTATOES, WHEAT FLOUR, KOSHER SALT",150.0,g,Pasta by Shape & Type,potato
2467266,"POTATO GNOCCHI, POTATO",Spring Valley Water Co.,LA PASTA,"PASTA INGREDIENTS: WATER, POTATO FLAKES, UNBLEACHED WHEAT FLOUR, EGGS, MILK, VEGETABLE FIBER AND SEA SALT. .",105.0,g,Pasta by Shape & Type,potato
2482338,"POTATO GNOCCHI, POTATO","New Seasons Market, LLC",NEW SEASONS,"FILTERED WATER, DEHYDRATED POTATOES, PASTEURIZED CAGE-FREE WHOLE EGGS, DURUM SEMOLINA FLOUR, WHEAT FLOUR, VITAL WHEAT GLUTEN, SEA SALT.",113.0,g,Pasta by Shape & Type,potato
2631082,"POTATO GNOCCHI, POTATO","Bdc Products, LLC",PASTIFICIO G. DI MARTINO,"POTATO GNOCCHI MASHED POTATOES 32% [WATER, DRIED POTATO FLAKES (POTATOES 99%, SPICE, NATURAL FLAVORING)], WHEAT FLOUR, WATER, POTATO STARCH, RICE FLOUR, SALT, ACIDITY REGULATOR: LACTIC ACID, NATURAL FLAVORING.",125.0,GRM,Pasta by Shape & Type,potato
2678562,"POTATO GNOCCHI, POTATO",Fratelli Mantova Fu Vincenzo,MANTOVA,"MASHED POTATOES 80% (WATER, DRIED POTATO FLAKES [POTATOES, DIGLYCERIDES OF FATTY ACIDS {EMULSIFIER}, DIPHOSPHATE, POTASSIUM SULFATE, ASCORBIC ACID, CITRIC ACID, FLAVORS]), WHEAT FLOUR, POTATO STARCH, SALT, FLAVORS, RICE FLOUR, CITRIC ACID, SORBIC ACID (PRESERVATIVE).",145.0,GRM,Pasta by Shape & Type,potato
2545483,"POTATO GNOCCHI, POTATO","Wal-Mart Stores, Inc.",SAM'S CHOICE,"REHYDRATED POTATOES (WATER, POTATO FLAKES), WHEAT FLOUR, POTATO STARCH, RICE FLOUR, SALT, LACTIC ACID (PRESERVATIVE), SORBIC ACID (PRESERVATIVE), NATURAL FLAVOR, WATER.",124.0,GRM,Pasta by Shape & Type,potato
2367627,"POTATO GNOCCHI, POTATO","Stone Way Eateries, LLC",TUTTA BELLA,"POTATO GNOCCHI INGREDIENTS: POTATOES ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, EGG YOLKS, SEA SALT.",140.0,g,Pasta by Shape & Type,potato
2424874,"POTATO GNOCCHI, POTATO","Safeway, Inc.",SIGNATURE SELECT,"REHYDRATED POTATOES, WHEAT FLOUR, POTATO STARCH, RICE FLOUR, SALT, LACTIC ACID, SORBIC ACID, NATURAL FLAVOR.",140.0,g,Pasta by Shape & Type,potato
2680668,"POTATO LATKES, POTATO",Royal Wine Corporation,KINERET,"WATER, POTATOES (16%), VEGETABLE OIL (SOYBEAN AND/OR RAPESEED), POTATO FLAKES (POTATOES, MONO- AND DIGLYCERIDES [EMULSIFIER], DISODIUM DIPHOSPHATE (STABILIZER], CITRIC ACID [ACIDITY REGULATOR]), WHEAT FLOUR (CONTAINS GLUTEN), ONION FLAKES, DISTARCH PHOSPHATE (EMULSIFIER), SALT, SPICES. FOR ALLERGENS SEE INGREDIENTS IN BOLD.",100.0,GRM,"Chips, Pretzels & Snacks",potato
2267334,"POTATO LEFSE, POTATO",S & S Roadrunner Sales Co.,GRANNY D'S,"WATER, POTATO FLAKES (WITH MONO & DIGLYCERIDES AND CITRIC ACID), ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CANOLA OIL, SPECIALLY PROCESSED WHEY SOLIDS AND NONFAT DRY MILK, SALT, SORBIC ACID (PRESERVATIVE).",25.0,g,Frozen Dinners & Entrees,potato
1918541,"POTATO PANCAKES, POTATO","Peak Health Care Products, Inc.",LINDA'S GOURMET LATKES,"POTATOES, ONIONS, EGGS, AMARANTH FLOUR, BAKING POWDER (SODIUM PHOSPHATE, BICARBONATE OF SODA, CORNSTARCH, CALCIUM PHOSPHATE), SOYBEAN OIL, SEA SALT, PEPPER.",59.0,g,"French Fries, Potatoes & Onion Rings",potato
2673125,"POTATO PANCAKES, POTATO","Old Fashioned Kitchen, Inc.",GOLDEN,"POTATOES, MEAL (WHEAT FLOUR), ONIONS, CANOLA OIL, WATER, DEHYDRATED POTATOES, EGG WHITES, WHOLE EGGS, SALT, PEPPER.",38.0,GRM,"Frozen Pancakes, Waffles, French Toast & Crepes",potato
2216930,"POTATO PIEROGI, POTATO","Delicious Fresh Pierogi, Inc.",DELICIOUS FRESH PIEROGI INC.,"WATER, POTATO, MASHED GRANULES (POTATOES, CALCIUM STEAROYL LACTYLATE, MONOGLYCERIDES, PRESERVATIVES [DISODIUM DIHYDROGEN PYROPHOSPHATE, SODIUM BISULFITE, BHT, VITAMIN C]), FLOUR, SOY OIL, SALT.",123.0,g,Frozen Appetizers & Hors D'oeuvres,potato
2286157,"POTATO PIEROGI, POTATO",Kowalski Companies Inc.,DUDEK,"FILLING: POTATOES, MARGARINE (LIQUID SOYBEAN OIL, WATER, SALT, HYDROGENATED SOYBEAN OIL AND/OR COTTONSEED OIL, VEGETABLE MONOGLYCERIDES, SOY LECITHIN, POTASSIUM SORBATE AND CITRIC ACID (PRESERVATIVES), ARTIFICIAL FLAVOR, BETA CAROTENE (COLOR), VITAMIN A PALMITATE ADDED), SALT. DOUGH: FLOUR (BLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, POTASSIUM BROMATE), WATER, CORN OIL, SALT, EGG SHADE COLOR (NATURAL PLANT AND VEGETABLE EXTRACT).",113.0,g,Frozen Appetizers & Hors D'oeuvres,potato
2165920,"POTATO PIEROGI, POTATO",Dagim Tahorim Co Inc,BROOKLYN PASTA,"FILLING: POTATO FLAKES, WATER, ORION, OIL, SALT, SUGAR, GARLIC, PEPPER & MARGARINE(OIL, WATER, MONO & DIGLYCERIDES, SODIUM BENZOATE ADDED AS PRESERVATIVE, LACTIC ACID, ARTIFICIAL BUTTER FLAVOR, COLORED AND BETA CAROTENE, VITAMIN A PALMITATE ADDED.) WRAP DOUGH: WHEAT FLOUR ENRICHED (NIACIN, REDUCED IRON, THIAMIN, MONONITRATE, RIBOFLAVIN & FOLIC ACID), WATER, OIL, SALT, VEGETABLE GUM, LECITHIN, SODA BICARBONATE & NATURAL COLORS. (MAY CONTAIN ONE OR MORE OF THE FOLLOWING: ANNATTO, TURMERIC, BETA CAROTENE).",40.0,g,Frozen Appetizers & Hors D'oeuvres,potato
